Category,Complaint,Age,Level,Gender,Frequency of Complaint,Resolution of Complaint,Impact
Non-Academic(Hostel),Unauthorized persons constantly gaining access to the hostel.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of emergency medical assistance when a resident faints in the common area.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Reports of electrical sparks from sockets with no action taken.,18,200,Male,First time,No,My class/group
Non-Academic(Hostel),Overflowing trash bins leading to foul odor and unsanitary conditions.,20,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Students locked out of their rooms due to malfunctioning key cards or locks.,17,300,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Water leakage near electrical outlets posing a risk of electrocution.,19,200,Male,First time,No,Only me
Non-Academic(Hostel),Broken window panes exposing rooms to extreme weather conditions.,18,300,Female,First time,No,Entire department
Non-Academic(Hostel),Hostel staff failing to address reports of sexual harassment.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Broken external gate allowing unauthorized access to the building.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Blocked fire exits due to improper storage of maintenance equipment.,20,200,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),Lack of security cameras in high-risk areas leading to frequent cases of vandalism.,18,300,Female,First time,No,Only me
Non-Academic(Hostel),Dysfunctional hostel intercom preventing emergency communication.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),"Gas burners in the shared kitchen not functioning, preventing students from cooking.",18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Unexplained foul odor from hostel drainage making rooms uninhabitable.,20,200,Male,First time,No,Only me
Non-Academic(Hostel),Bathroom ceilings caving in due to prolonged leaks.,17,300,Male,Ongoing Issue,No,My class/group
Non-Academic(Hostel),Unattended medical emergencies reported to hostel authorities.,19,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Major sewage backup causing unbearable smell in hallways.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Unreliable Wi-Fi connection making online study difficult.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of proper ventilation in rooms causing discomfort.,17,300,Female,First time,No,Entire department
Non-Academic(Hostel),Frequent water shortages in shared bathrooms.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Hostel staff ignoring maintenance requests for leaking roofs.,17,300,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),Unfair room allocation system leading to overcrowding in some areas.,19,200,Female,First time,No,Only me
Non-Academic(Hostel),Inconsistent hot water supply in bathrooms.,17,200,Male,First time,No,Only me
Non-Academic(Hostel),Broken or missing furniture in assigned rooms.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),High levels of noise at night disrupting sleep and study.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Hostel rules being enforced selectively among students.,18,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Unhygienic kitchen area due to poor maintenance.,17,300,Female,Ongoing Issue,No,My class/group
Non-Academic(Hostel),Lack of a private study area for residents.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Poor drainage system leading to stagnant water around the hostel.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Broken intercoms making communication with hostel authorities difficult.,17,200,Male,First time,No,Only me
Non-Academic(Hostel),Excessive restrictions on visitors despite being a unisex hostel.,18,300,Female,First time,No,Entire department
Non-Academic(Hostel),Poor lighting in hostel hallways creating safety concerns.,17,200,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),Limited power outlets in rooms causing inconvenience.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),"Lack of a designated smoking area, leading to smoke spreading in corridors.",19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Residents throwing trash irresponsibly due to lack of trash bins.,19,300,Female,First time,No,Only me
Non-Academic(Hostel),Unavailability of hostel staff on weekends for emergency issues.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Faulty fans or air conditioning units in common areas.,18,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Dirty curtains and bedding provided by hostel management.,20,200,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Frequent disruptions in water heating system causing discomfort.,17,300,Male,First time,No,My class/group
Non-Academic(Hostel),Room heating systems not functioning in cold weather.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Unjustified additional charges added to hostel fees.,18,300,Male,First time,Yes,Only me
Non-Academic(Hostel),Limited availability of laundry services leading to long waiting times.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),No designated storage area for students leaving items over semester breaks.,18,200,Female,2-3  times,No,Entire department
Non-Academic(Hostel),"Delay in fixing hostel gate sensor, causing long entry queues.",19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Inconsistent cleaning schedules leading to unhygienic conditions.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of clear emergency evacuation instructions.,19,200,Female,First time,No,Only me
Non-Academic(Hostel),Untrained hostel staff mishandling student complaints.,17,300,Female,First time,No,Only me
Non-Academic(Hostel),Laundry services being too expensive for students.,20,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),No designated storage area for students leaving items over semester breaks.,18,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Room doors making loud creaking noises when opened.,19,200,Male,First time,Yes,Only me
Non-Academic(Hostel),No comfortable seating in the common area for relaxation.,20,300,Male,First time,No,My class/group
Non-Academic(Hostel),Unattractive hostel exterior compared to other residence halls.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Inconsistent cleaning schedules leading to dirty corridors at times.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of community-building events for hostel residents.,19,200,Female,2-3  times,No,Only me
Non-Academic(Hostel),No wall-mounted notice board for important announcements.,20,300,Female,First time,No,Entire department
Non-Academic(Hostel),Limited supply of hostel keys for roommates needing separate access.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Overly strict curfew policies causing inconvenience.,20,300,Male,First time,Yes,Only me
Non-Academic(Hostel),Hostel gym equipment being outdated and rarely maintained.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),No bike racks outside the hostel for students who cycle.,18,300,Male,Ongoing Issue,No,Only me
Non-Academic(Hostel),Washing machines taking too long to complete cycles.,19,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Lack of recreational space for residents to unwind.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Hostel pet policy being too restrictive despite emotional support animal needs.,18,200,Female,First time,No,Only me
Non-Academic(Hostel),Inadequate charging ports in shared study areas.,20,200,Female,First time,No,My class/group
Non-Academic(Hostel),Windows being hard to open due to old frames.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),No feedback system for students to rate hostel management services.,18,300,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),Lacking vending machines for late-night snacks or drinks.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Limited hostel staff responsiveness to minor repair requests.,17,300,Female,First time,No,Entire department
Non-Academic(Hostel),No dedicated space for organizing small student gatherings.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Lack of curtains in common areas reducing privacy.,18,300,Male,First time,Yes,Only me
Non-Academic(Hostel),No clock installed in the common lounge or reading areas.,18,200,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Inadequate drying racks in the laundry room.,19,300,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Poor signage for new students navigating the hostel.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),No CCTV monitoring in recreational areas leading to occasional property loss.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of maintenance on sports and activity equipment.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Poor quality mattresses causing discomfort and back pain.,18,300,Male,First time,No,My class/group
Non-Academic(Hostel),No self-service printing station within the hostel.,18,200,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),Frequent lock malfunctions requiring students to request key replacements.,19,300,Male,First time,Yes,Only me
Non-Academic(Hostel),My bed frame is broken and needs urgent repair.,19,200,Male,First time,No,Only me
Non-Academic(Hostel),The mattress provided is worn out and uncomfortable.,18,300,Female,First time,No,Entire department
Non-Academic(Hostel),My bunk bed is unstable and squeaks loudly.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),My room door lock is faulty and needs fixing.,17,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),"My window cannot close properly, allowing mosquitoes inside.",18,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The ceiling in my room is leaking when it rains.,17,200,Female,First time,No,Only me
Non-Academic(Hostel),The walls in my room have cracks and are peeling.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),My room is infested with bedbugs.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),"The ventilation in my room is poor, making it very hot.",19,200,Male,First time,No,Only me
Non-Academic(Hostel),My room has an electrical socket that sparks dangerously.,19,300,Male,2-3  times,No,My class/group
Non-Academic(Hostel),The curtain rods in my room are broken and need replacement.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),My wardrobe is damaged and won’t close properly.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),"The key to my locker is missing, and I need a replacement.",18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"My fan is not working, making it unbearable to stay in my room.",17,300,Female,First time,No,Entire department
Non-Academic(Hostel),My room is overcrowded beyond the allocated number of students.,18,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The light bulbs in my room keep burning out frequently.,19,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),"My power socket is not working, making it hard to charge devices.",18,200,Female,First time,No,Only me
Non-Academic(Hostel),The electrical wiring in my room is exposed and unsafe.,20,300,Male,First time,No,Only me
Non-Academic(Hostel),My room has a persistent foul smell due to plumbing issues.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),My mattress has bedbugs and needs to be changed.,18,300,Female,First time,Yes,Only me
Non-Academic(Hostel),There is no running water in the hostel bathrooms.,20,200,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),The showerheads in the bathrooms are broken.,17,300,Female,First time,No,My class/group
Non-Academic(Hostel),"The bathroom doors have no locks, affecting privacy.",18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The toilet is blocked and overflows frequently.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),The taps in the hostel are leaking and wasting water.,20,200,Male,First time,No,Only me
Non-Academic(Hostel),The bathrooms are always dirty due to poor maintenance.,18,200,Female,Ongoing Issue,No,Entire department
Non-Academic(Hostel),The hostel borehole water is not clean for use.,20,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The sinks in the hostel bathrooms are clogged.,20,300,Male,First time,Yes,Only me
Non-Academic(Hostel),There are no mirrors in the bathrooms.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The water pressure in the showers is too low.,20,300,Female,First time,No,Only me
Non-Academic(Hostel),The hostel water supply is inconsistent.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The drainage system in the bathroom is clogged.,18,300,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),The toilet seats are broken and need replacement.,20,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel restrooms have no tissue paper holders.,19,300,Male,First time,No,My class/group
Non-Academic(Hostel),"The bathrooms lack proper ventilation, making them smell bad.",20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"The septic tank is overflowing, causing a health hazard.",20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel toilets have no soap dispensers.,20,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The floors in the bathroom are always wet and slippery.,19,300,Female,Ongoing Issue,No,Entire department
Non-Academic(Hostel),The water heater in the bathroom is not working.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The drainage system causes water to flood the bathrooms.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),There is no stable power supply in the hostel.,18,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel generator is faulty and rarely turned on.,18,300,Female,First time,No,Only me
Non-Academic(Hostel),The light bulbs in the hallways keep flickering.,20,200,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),"The hostel security lights are not working, making the compound dark.",18,300,Female,First time,Yes,Only me
Non-Academic(Hostel),The sockets in the common area are not functional.,19,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The ceiling fans in the hostel hallways are faulty.,20,200,Male,First time,No,My class/group
Non-Academic(Hostel),"The hostel inverter is not working, leaving us without backup power.",17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel electrical wiring needs urgent maintenance.,18,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),"The power supply is inconsistent, making it hard to study.",18,200,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),The hostel lacks a sufficient number of sockets for residents.,17,300,Female,First time,No,Entire department
Non-Academic(Hostel),Some hostel rooms do not receive power during load shedding.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel common room lights are always off.,19,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel’s power surges damage students' electronics.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The switch in my room is broken and needs fixing.,17,300,Male,2-3  times,No,Only me
Non-Academic(Hostel),The hostel emergency lighting system is not functional.,19,200,Male,First time,Yes,Only me
Non-Academic(Hostel),"The electrical meters are faulty, causing billing discrepancies.",20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"The generator fuel runs out too quickly, causing frequent outages.",20,200,Female,First time,No,Only me
Non-Academic(Hostel),There is no power in the laundry section of the hostel.,18,300,Female,First time,No,My class/group
Non-Academic(Hostel),My hostel corridor is too dark due to faulty lighting.,17,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The hostel does not have solar backup lighting.,17,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The main hostel entrance door is always left open.,19,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Strangers gain access to the hostel without proper checks.,18,300,Female,First time,No,Entire department
Non-Academic(Hostel),The security guards do not check visitors properly.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),There have been cases of theft in the hostel.,19,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel fire extinguishers are expired.,18,200,Female,2-3  times,No,Only me
Non-Academic(Hostel),The emergency exits are blocked with storage items.,19,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel has no CCTV cameras for security.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The security guards do not patrol at night.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),There are no smoke detectors in the hostel.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"Some rooms do not have keys, making them insecure.",17,300,Male,Ongoing Issue,No,My class/group
Non-Academic(Hostel),Students leave their doors unlocked due to broken locks.,18,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),There is no security presence in the female hostel at night.,20,300,Male,First time,Yes,Only me
Non-Academic(Hostel),"The hostel perimeter fence has gaps, allowing intruders.",20,200,Male,First time,No,Only me
Non-Academic(Hostel),Some security lights in the hostel compound are off.,20,300,Female,First time,No,Entire department
Non-Academic(Hostel),The hostel gate is sometimes left open at night.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel lacks a proper emergency response system.,19,200,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),Unauthorized vendors enter the hostel to sell items.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel needs better safety measures against fire outbreaks.,17,300,Female,First time,No,Only me
Non-Academic(Hostel),Some students sneak in unauthorized guests at night.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel corridors are too dark and unsafe at night.,18,300,Female,First time,Yes,Only me
Non-Academic(Hostel),The laundry section has no drying racks.,20,200,Male,Ongoing Issue,No,Only me
Non-Academic(Hostel),The hostel washing machines are frequently out of order.,19,300,Male,Ongoing Issue,No,My class/group
Non-Academic(Hostel),The hostel cleaners do not clean the restrooms regularly.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),There is a foul smell from the hostel drainage.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),The garbage bins in the hostel are always full.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel does not have proper pest control.,20,200,Female,First time,No,Entire department
Non-Academic(Hostel),The floor in the hostel corridors is often dirty.,18,200,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),There is no water supply in the laundry area.,19,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The laundry area is too congested for students.,19,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel lacks proper maintenance of shared spaces.,20,300,Male,First time,No,Only me
Non-Academic(Hostel),The room is too small for the number of occupants.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),There is no storage space for personal belongings.,19,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The walls have mold and are affecting my health.,20,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),"My bunk ladder is broken, making it difficult to climb.",19,300,Female,First time,No,My class/group
Non-Academic(Hostel),"My bed is too close to the ceiling fan, making it unsafe.",17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),There are no hooks to hang towels and clothes in the room.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"The door hinges are loose, causing a creaking noise.",20,200,Male,First time,No,Only me
Non-Academic(Hostel),My roommate’s loud activities are disrupting my studies.,19,300,Female,2-3  times,No,Entire department
Non-Academic(Hostel),There is no space to keep my shoes organized.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel lacks mosquito nets on the windows.,18,300,Male,First time,Yes,Only me
Non-Academic(Hostel),"My mattress is too thin, causing back pain.",19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"The room has too many cracks, allowing insects inside.",17,300,Female,First time,No,Only me
Non-Academic(Hostel),The hostel does not provide bed sheets or pillowcases.,17,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),My room has a strange odor that won’t go away.,17,300,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),"The window screens are missing, allowing lizards inside.",18,200,Female,First time,No,Only me
Non-Academic(Hostel),My ceiling is discolored due to a previous leak.,18,200,Male,First time,No,My class/group
Non-Academic(Hostel),"My bed is too close to the window, making it too cold at night.",19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"My room is too close to the hostel generator, making it noisy.",19,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The noise level in my room makes it hard to concentrate.,19,200,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),"There is no proper ventilation, causing excessive heat.",20,300,Female,First time,No,Entire department
Non-Academic(Hostel),The hostel has no alternative water supply during shortages.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel water tanks are not cleaned regularly.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),"Some students leave the water running, causing waste.",19,200,Female,First time,No,Only me
Non-Academic(Hostel),There are no shelves in the bathroom to place toiletries.,18,300,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),The shower cubicles have no curtains or doors.,18,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The toilet flush system is broken.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel plumbing makes loud noises at night.,19,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The bathroom taps are too hard to turn.,18,300,Male,First time,No,My class/group
Non-Academic(Hostel),"The hostel water contains too much iron, staining clothes.",17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The laundry section has no space for washing buckets.,17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The water smells bad and is sometimes discolored.,20,200,Female,First time,No,Only me
Non-Academic(Hostel),Some bathrooms do not have mirrors installed.,19,200,Male,Ongoing Issue,No,Only me
Non-Academic(Hostel),"Some students use the bathroom sinks to wash clothes, causing clogs.",20,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The toilet ventilation system is not working.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),"Some students do not flush after use, making the toilets unhygienic.",17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),"The hostel lacks enough restrooms per block, causing long queues.",17,300,Female,First time,No,Only me
Non-Academic(Hostel),"Some bathrooms have broken tiles, making them hazardous.",20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel does not provide sanitary disposal bins in the female bathrooms.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel restrooms have frequent cases of vandalism.,19,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel management does not respond quickly to water-related complaints.,20,300,Male,Ongoing Issue,No,Only me
Non-Academic(Hostel),The hostel lacks solar-powered backup lighting.,17,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The power supply is unreliable during exams.,20,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The generator noise makes it hard to sleep at night.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel needs a prepaid metering system for fair billing.,20,200,Female,First time,No,Only me
Non-Academic(Hostel),Some rooms have faulty circuit breakers that trip often.,19,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel corridors remain dark at night due to lack of lighting.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),The charging sockets are not sufficient for all students.,17,200,Male,First time,No,Only me
Non-Academic(Hostel),The hostel needs to install a surge protector to prevent power surges.,18,300,Male,Ongoing Issue,No,Only me
Non-Academic(Hostel),The light bulbs provided are too dim for reading.,18,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The electrical meters are shared between too many rooms.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel security check-in process is too slow.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel needs a biometric access system for better security.,18,300,Male,First time,No,Only me
Non-Academic(Hostel),Personal belongings frequently go missing in the hostel.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The fire alarm system in the hostel is not functional.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),There have been reports of strangers loitering in the hostel.,17,200,Male,First time,No,Only me
Non-Academic(Hostel),The hostel lacks a designated assembly point in case of emergencies.,17,200,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Some security guards are rude to students.,19,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The security personnel are not properly trained for emergency situations.,17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel entrance gate is always left open.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Students enter the hostel with unauthorized guests.,17,300,Male,First time,No,Only me
Non-Academic(Hostel),The common room TV is outdated and does not work.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel lacks a proper study room with quiet rules.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel chairs and tables are too old and need replacing.,20,200,Male,First time,No,Only me
Non-Academic(Hostel),The common room lacks a whiteboard or notice board for announcements.,19,300,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),The reading room is too small for the number of students.,18,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),The hostel does not have a recreation center or gym.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel needs more relaxation areas with seating.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),The study room needs better lighting for night reading.,19,200,Male,First time,No,Only me
Non-Academic(Hostel),The common room lacks charging ports for students.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),The hostel kitchen area is always dirty and unkempt.,20,300,Male,First time,Yes,Only me
Non-Academic(Hostel),Some students play loud music at odd hours.,20,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel corridors are noisy due to frequent shouting.,19,300,Male,Ongoing Issue,No,Only me
Non-Academic(Hostel),"Some students keep their doors open, causing unnecessary noise.",17,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),There are no quiet hours enforced in the hostel.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),"The hostel lacks soundproofing, making every noise echo.",17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Some students talk loudly on their phones at night.,19,300,Female,First time,No,Only me
Non-Academic(Hostel),The hostel generators are placed too close to the rooms.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),There are frequent arguments and fights among students.,17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),The hostel management does not enforce a noise control policy.,17,200,Female,First time,No,Only me
Non-Academic(Hostel),The hostel lacks a complaint mechanism for reporting noisy neighbors.,19,200,Male,Ongoing Issue,No,Only me
